Država;Redni broj biraèkog mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA, Nositelj liste: JOSO ŠIKIÆ                                        ;AKCIJA MLADIH - AM, Nositelj liste: HRVOJE RUNJIÆ                                                    ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH, HRVATSKA RADNIÈKA STRANKA - HRS, ZELENA STRANKA - ZS, Nositelj liste: ZLATKO KLARIÆ, prof.;AUTOHTONA-HRVATSKA SELJAÈKA STRANKA - A-HSS, Nositelj liste: JASENKO STIPAC, dipl.ing.                         ;DEMOKRATSKA STRANKA ŽENA - DSŽ, ZELENI HRVATSKE - ZELENI HR, Nositelj liste: MARIJA JELINÈIÆ;DEMOKRATSKI CENTAR - DC, ZELENA STRANKA-ZELENA ALTERNATIVA - ZELENI, Nositelj liste: VESNA ŠKARE OŽBOLT, dipl.iur.;HRVATSKA ÈISTA STRANKA PRAVA - HÈSP, Nositelj liste: JOSIP MILJAK                                   ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, Nositelj liste: dr.sc. IVO SANADER                                 ;HRVATSKA EUROPSKA STRANKA - HES, Nositelj liste: NAJA ŠEBALJ          ;HRVATSKA NARODNA STRANKA-LIBERALNI DEMOKRATI - HNS, Nositelj liste: dr.sc. RADIMIR ÈAÈIÆ                    ;HRVATSKA SELJAÈKA STRANKA - HSS, HRVATSKA SOCIJALNO LIBERALNA STRANKA - HSLS, Nositelj liste: MARIJANA PETIR;HRVATSKA STRANKA MLADIH - HSM, Nositelj liste: DALIBOR MARKUŠIÆ                                        ;HRVATSKA STRANKA PRAVA - HSP, Nositelj liste: ANTO ÐAPIÆ;HRVATSKA STRANKA UMIROVLJENIKA - HSU, DEMOKRATSKA STRANKA UMIROVLJENIKA - DSU, Nositelj liste: mr.sc. VLADIMIR JORDAN                    ;HRVATSKI PRAVAŠI-HRVATSKI PRAVAŠKI POKRET - HP-HPP, Nositelj liste: MIROSLAV JURIÆ;HRVATSKI ZBOR - ZBOR, Nositelj liste: GRGO-TOMISLAV ANTIÈIÆ;JEDINO HRVATSKA-POKRET ZA HRVATSKU - JEDINO HRVATSKA, Nositelj liste: LJUBO ÆESIÆ;LJEVICA HRVATSKE - LJEVICA, SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP, ISTARSKI SOCIJALDEMOKRATSKI FORUM-FORO SOCIAL DEMOCRATICO ISTRIANO - ISDF-FSDI, HRVATSKI SOCIJALDEMOKRATI - HSD, Nositelj liste: IVAN NINIÆ;NEOVISNA LISTA, Nositelj liste: VESNA BALENOVIÆ                                 ;NEOVISNA LISTA, Nositelj liste: ZDRAVKO DUŽIÆ                                 ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, Nositelj liste: ZORAN MILANOVIÆ;STRANKA UMIROVLJENIKA - SU, Nositelj liste: MIROSLAV SLAVIÆ;ZELENA LISTA, Nositelj liste: NENAD HORVATOVIÆ                                                          ;;;;
BOSNA I HERCEGOVINA;116;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
BOSNA I HERCEGOVINA;117;;2;2;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
BOSNA I HERCEGOVINA;118;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
BOSNA I HERCEGOVINA;119;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
BOSNA I HERCEGOVINA;120;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
BOSNA I HERCEGOVINA;121;;11;11;11;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;;;;
BOSNA I HERCEGOVINA;122;;12;12;12;0;0;0;0;0;0;0;0;9;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;;;;
BOSNA I HERCEGOVINA;123;;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
BOSNA I HERCEGOVINA;124;;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
BRAZIL;1;;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
BRAZIL;2;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
BUGARSKA;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
CRNA GORA;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
CRNA GORA;2;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
CRNA GORA;3;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
CRNA GORA;4;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
ÈEŠKA REPUBLIKA;1;;2;2;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;
ÈILE;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
ÈILE;2;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
ÈILE;3;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
DANSKA;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
EGIPAT;1;;2;2;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
FINSKA;1;;5;5;5;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;
FRANCUSKA;1;;5;5;5;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;
FRANCUSKA;2;;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
FRANCUSKA;3;;3;3;3;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
GRÈKA;1;;6;6;6;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;
INDIJA;1;;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;
INDONEZIJA;1;;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;;;
IRAN;1;;2;2;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
IRSKA;1;;4;4;4;0;0;1;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
ITALIJA;1;;12;12;12;0;0;0;0;0;0;0;0;9;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;;;;
ITALIJA;2;;10;10;10;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;;;;
ITALIJA;3;;6;6;6;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;;;;
IZRAEL;1;;2;2;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
JAPAN;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
JUŽNOAFRIÈKA REPUBLIKA;1;;3;3;3;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;;;;
KANADA;1;;3;3;3;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
KANADA;2;;5;5;5;0;0;0;0;0;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;
KANADA;3;;2;2;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
KANADA;4;;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
KANADA;5;;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
KANADA;6;;12;12;12;0;0;0;0;0;0;0;0;7;0;0;1;0;3;1;0;0;0;0;0;0;0;0;0;;;;
KANADA;7;;17;17;17;0;0;0;0;0;0;0;1;10;0;0;0;0;1;0;0;0;1;0;0;0;4;0;0;;;;
KANADA;8;;5;5;5;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
KANADA;9;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
KINA;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
LIBIJSKA ARAP. DŽAM.;1;;3;3;3;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;;;;
MAÐARSKA;1;;7;7;7;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;;;;
MAÐARSKA;2;;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
MAKEDONIJA;1;;11;11;11;0;0;0;0;0;0;1;0;5;0;1;0;0;0;0;0;0;0;0;1;0;3;0;0;;;;
MALEZIJA;1;;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;;;;
MAROKO;1;;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;;;;
NIZOZEMSKA;1;;8;8;8;0;0;0;0;0;1;0;0;3;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;;;;
NORVEŠKA;1;;2;2;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;
NOVI ZELAND;1;;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
NJEMAÈKA;1;;10;10;10;0;1;0;0;0;1;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;;;
NJEMAÈKA;2;;15;15;15;0;0;0;1;0;0;0;0;10;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;
NJEMAÈKA;3;;15;15;15;0;0;0;0;1;0;0;0;6;0;0;1;0;3;0;0;0;0;0;0;0;4;0;0;;;;
NJEMAÈKA;4;;34;34;34;0;0;0;0;1;0;0;0;31;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;
NJEMAÈKA;5;;14;14;14;0;0;0;0;0;0;1;0;10;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;;;;
NJEMAÈKA;6;;17;17;16;1;0;0;0;0;0;0;0;13;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;;;;
NJEMAÈKA;7;;17;17;17;0;0;0;0;0;0;0;1;14;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;;;;
NJEMAÈKA;8;;16;16;16;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;;;;
NJEMAÈKA;9;;25;25;24;1;0;0;0;0;0;0;0;19;0;0;1;0;1;0;0;0;0;0;0;0;3;0;0;;;;
NJEMAÈKA;10;;49;49;49;0;0;0;0;0;0;0;0;43;0;0;0;0;2;0;0;0;0;0;0;0;3;1;0;;;;
NJEMAÈKA;11;;31;31;31;0;0;0;0;0;0;0;0;27;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;;;;
NJEMAÈKA;12;;33;33;33;0;0;0;0;1;0;0;0;22;0;0;0;0;6;0;0;0;3;0;0;0;1;0;0;;;;
NJEMAÈKA;13;;30;30;30;0;0;0;0;0;0;1;0;23;0;0;0;0;0;0;0;0;1;0;0;0;5;0;0;;;;
NJEMAÈKA;14;;57;51;51;0;0;0;0;0;0;0;1;44;0;0;0;0;2;0;0;0;2;0;0;0;2;0;0;;;;
NJEMAÈKA;15;;25;25;25;0;0;0;0;0;0;1;0;19;0;0;0;0;4;0;0;0;0;0;0;0;1;0;0;;;;
NJEMAÈKA;16;;27;27;26;1;0;0;0;0;0;0;0;23;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;;;;
NJEMAÈKA;17;;21;21;21;0;0;0;0;0;0;0;1;15;0;0;0;0;1;1;0;0;0;0;0;0;3;0;0;;;;
NJEMAÈKA;18;;36;36;36;0;0;0;0;0;0;0;0;30;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;;;;
NJEMAÈKA;19;;28;28;28;0;0;0;0;2;0;0;0;19;0;0;0;2;5;0;0;0;0;0;0;0;0;0;0;;;;
NJEMAÈKA;20;;18;18;18;0;0;0;0;0;0;0;0;9;0;0;1;1;6;0;0;0;0;0;0;0;1;0;0;;;;
NJEMAÈKA;21;;13;13;13;0;0;0;0;0;0;0;0;11;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;;;;
NJEMAÈKA;22;;20;20;20;0;0;0;0;0;0;0;2;14;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;;;;
NJEMAÈKA;23;;8;8;8;0;0;0;0;0;0;0;0;6;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;;;;
PERU;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
POLJSKA;1;;3;3;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;;;
PORTUGAL;1;;5;5;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;2;0;1;0;0;0;0;;;;
RUMUNJSKA;1;;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
RUMUNJSKA;2;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
RUSKA FEDERACIJA;1;;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;;;;
SAD;1;;7;7;7;0;0;0;0;0;0;0;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
SAD;2;;10;10;10;0;0;0;0;0;0;0;0;9;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;
SAD;3;;5;5;4;1;0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;;;
SAD;4;;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
SAD;5;;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
SAD;6;;14;14;14;0;0;0;0;0;0;0;0;12;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;;;;
SLOVAÈKA REPUBLIKA;1;;4;4;4;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;;;
SLOVENIJA;1;;7;7;7;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;;;;
SRBIJA;1;;3;3;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;;;;
SRBIJA;2;;13;13;13;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;1;0;7;1;0;;;;
SRBIJA;3;;12;12;11;1;0;0;0;0;0;0;1;1;1;0;0;0;0;2;1;0;0;0;0;2;2;1;0;;;;
SRBIJA;4;;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;;;;
SRBIJA;5;;4;4;4;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;;;;
SRBIJA;6;;6;5;4;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;;;;
SRBIJA;7;;12;12;12;0;2;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;2;0;0;5;0;1;;;;
SRBIJA;8;;8;8;8;0;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;;;
SRBIJA;9;;3;3;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;;;;
SRBIJA;10;;4;4;4;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;;;;
SRBIJA;11;;6;6;5;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2;0;0;;;;
SRBIJA;12;;7;7;7;0;0;0;0;0;0;0;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
SRBIJA;13;;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
SRBIJA;14;;2;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;
SRBIJA;15;;4;4;4;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;
ŠPANJOLSKA;1;;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;
ŠPANJOLSKA;2;;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;;;
ŠVEDSKA;1;;12;12;12;0;0;0;0;0;0;1;0;8;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;;;;
ŠVEDSKA;2;;8;8;8;0;0;0;0;0;0;0;0;6;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;;;;
ŠVEDSKA;3;;15;15;15;0;0;0;0;0;0;0;0;10;0;1;0;0;2;0;0;0;0;0;0;0;2;0;0;;;;
ŠVICARSKA;1;;19;19;19;0;0;0;0;0;0;0;0;13;0;1;1;0;0;0;0;0;0;0;1;0;3;0;0;;;;
ŠVICARSKA;2;;9;9;9;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;
ŠVICARSKA;3;;6;6;6;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;;;
ŠVICARSKA;4;;57;57;57;0;0;0;0;0;0;1;0;46;1;1;2;0;2;0;0;0;3;0;0;0;1;0;0;;;;
ŠVICARSKA;5;;31;31;31;0;0;0;0;0;0;0;0;22;1;0;1;0;2;0;0;0;0;0;0;0;5;0;0;;;;
TURSKA;1;;2;2;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
TURSKA;2;;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
UKRAJINA;1;;3;3;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;;;;
VELIKA BRITANIJA;1;;7;7;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;;;;
VENECUELA;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
UKUPNO INOZEMSTVO ZA VI. IJ.;;;1683;1674;1656;18;3;3;3;5;7;16;11;1225;12;28;24;11;83;15;1;0;16;6;4;8;161;9;5;;;;
